,uniqueid,speakers,doc_id,episode,season,total_theater,twss,,diversity,michael,jim,pam,dwight,jan,phyllis,stanley,oscar,angela,kevin,ryan,toby,kelly,meredith,darryl,creed,david,andy,robert,holly,erin,gabe,nellie,total,,X,Season,EpisodeTitle,About,Ratings,Votes,Viewership,Duration,Date,GuestStars,Director,Writers,episodeCorrected.y,episodeCorrected.x,etitle
150,8x11, Kevin All Dwight Oscar Kevin Jim Andy Dwight Jim Erin Darryl Jim Andy Jim Andy Oscar Andy Jim Andy Angela Andy Andy Dwight Dwight Receptionist Dwight Receptionist Gabe Dwight Gabe Dwight Gabe Robert Dwight Robert Dwight Robert Dwight Andy Oscar Andy Oscar Kevin Oscar Andy Kevin Andy Oscar Andy Oscar Andy Oscar Andy Andy Jim Darryl Andy Darryl Jim Andy Jim Darryl Andy Jim Andy Jim Andy Darryl Andy Darryl Andy Gabe Dwight Gabe Dwight Gabe Dwight Robert Dwight Robert Gabe Dwight Gabe Robert Gabe Robert Oscar Andy Oscar Andy Oscar Jim Darryl Andy Oscar All Oscar Andy Oscar Andy Meredith Phyllis Stanley Andy Jim Jim Host Andy Creed Stanley Phyllis Cathy Stanley Kevin Erin Host Gabe Dwight Gabe Dwight Receptionist Gabe Host Andy Jim Darryl Ryan Jim Phyllis Stanley Kevin Kelly Host Jim Kevin Andy Darryl Dwight Receptionist Dwight Gabe Dwight Gabe Dwight Gabe Dwight Gabe Dwight Gabe Dwight Gabe Dwight Gabe Dwight Host Ryan Host Ryan Host Ryan Host Ryan Host Ryan Host Jim Host Andy Dwight Gabe Dwight Robert Host Kelly Host Queerenstein Bears Host Oscar's friend Darryl Host Meredith Erin Erin Host Oscar Host Meredith Erin Host Robert Stu Gabe Robert Host Oscar's friend Host Meredith Host Andy Host Andy Host Robert Dwight Robert Dwight Robert Dwight Robert Dwight Robert Dwight Robert Host Andy Host Kevin Host Oscar Oscar's friend Host Kevin Meredith Kevin Host Oscar Kevin Stonewall Host Kevin Stonewall Host Kevin Stonewall Host,08x11,11,8,0.232804233,0,,27.100.928.445.785,0,0.08994709,0,0.174603175,0,0.015873016,0.021164021,0.08994709,0.005291005,0.068783069,0.031746032,0,0.010582011,0.026455026,0.052910053,0.005291005,0,0.185185185,0.084656085,0,0.026455026,0.111111111,0,189,,152,8,Trivia,"Andy hopes to make up for a sales deficiency by entering and winning a bar trivia competition, while Dwight flies to corporate headquarters in Florida to demand a management interview with Robert.",7.9,1980,5.9,23, 12 January 2012,,B.J. Novak,Steve Hely,11,11,Trivia
151,8x12,Dwight Jim Dwight Stanley Dwight Stanley Dwight Jim Stanley Dwight Stanley Dwight Stanley Dwight Stanley Erin Erin Erin Andy Andy Jim Oscar Dwight Robert Jim Robert Jim Robert Jim Robert Andy Robert Andy Kevin Oscar Robert Kevin Robert Kevin Oscar Kevin Meredith Erin Meredith Erin Meredith Erin Meredith Erin Erin Angela Cathy Gabe Ryan Gabe Cathy Jim Andy Jim Jim Jim Robert Jim Robert Jim Robert Jim Jessica Andy Jessica Andy Jessica Andy Erin Andy Erin Andy Erin Andy Erin Andy Jessica Erin Erin Darryl Val Darryl Val Darryl Andy Jessica Andy Jessica Andy Jessica Andy Erin Dwight Erin Dwight Erin Andy Stanley Andy Erin Dwight Kevin Angela Robert Oscar Robert Oscar Robert Oscar Toby Ryan Robert Gabe Ryan Gabe Jim Robert Jim Robert Erin Dwight Erin Dwight Erin Erin Dwight Erin Dwight Erin Dwight Erin Dwight Erin Kelly Meredith Kelly Robert Jim Oscar All Robert Oscar Toby Oscar Toby Toby Darryl Meredith Val Darryl Darryl Dwight Erin Dwight Erin Dwight Erin Both Angela Erin Dwight Andy Erin Dwight Cathy Kevin Dwight Erin Dwight Erin Dwight Erin Robert Jim Ryan Toby Oscar Robert Ryan Gabe Andy Kelly Andy Kelly Andy Phyllis Kelly Andy Phyllis Jessica Val Kevin Darryl Val Darryl Val Kevin Jessica Andy Dwight Erin Dwight Erin Jessica Erin Dwight Erin Jessica Andy Kevin Andy Jessica Erin Andy Dwight Erin Dwight Erin Kelly Angela Meredith Dwight Andy Dwight Andy Dwight Andy Dwight Andy Dwight Andy Dwight Kevin Erin Kevin Val Darryl Andy Erin Andy Erin Andy Erin Andy Erin Andy Erin Robert Jim Ryan Toby Meredith Jim Meredith Jim Ryan Gabe Oscar Toby Robert All Jim Robert Ryan Gabe,08x12,12,8,0.298076923,0,,265.313.783.108.229,0,0.085714286,0,0.146938776,0,0.008163265,0.028571429,0.044897959,0.016326531,0.044897959,0.032653061,0.028571429,0.024489796,0.036734694,0.036734694,0,0,0.151020408,0.093877551,0,0.191836735,0.028571429,0,245,,153,8,Pool Party,"Robert throws a party for the Dunder Mifflin staff at his house before he sells it because of his divorce. At the party, Erin and Dwight agree to flirt with each other to make Andy jealous, and Jim tries in vain to duck out early.",8,2139,6.02,23, 19 January 2012,,Charles McDougall,Owen Ellickson,12,12,Pool Party
152,8x13,Andy Val Andy Val Andy Val Andy Andy Erin Andy Jim Andy Jim Andy Jim Phyllis Jim Dwight Erin Jim Erin Phyllis Jim Dwight Jim Dwight Jim Erin Kevin Darryl Kevin Darryl Kevin Ryan Kevin Erin Oscar Erin Phyllis Jim Oscar Kevin Gabe Oscar Gabe Gabe Andy Jim Meredith Stanley Phyllis Jim Phyllis Jim Jim Toby Jim Toby Meredith Dwight Oscar Kevin Erin Angela Oscar Kevin Angela Oscar Senator Lipton Kevin Oscar Kevin Angela Senator Lipton Erin Dwight Jim Dwight Dwight Jim Dwight Jim Dwight Andy Dwight Andy Dwight Andy Dwight Andy Dwight Andy Dwight Andy Dwight Jim Andy Jim Andy Jim Andy Andy Jim Ernesto Dwight Toby Ernesto Toby Ernesto Nate Dwight Jim Toby Jim Dwight Ernesto Nate Dwight Andy Dwight Nate Jim Creed Dwight Andy Dwight Andy Phyllis Andy Jim Andy Dwight Andy Phyllis Andy Jim Andy Jim Andy Oscar Kevin Angela Erin Angela Erin Senator Lipton Angela Oscar Senator Lipton Angela Oscar Angela Kevin Oscar Jim Stanley Jim Dwight Stanley Jim Dwight Darryl Andy Dwight Andy Dwight Andy Dwight Gabe Dwight Dwight Angela Oscar Angela Oscar Angela Kevin Angela Oscar Angela Oscar Angela Oscar Angela Oscar Angela Oscar Dwight Oscar Dwight Oscar Dwight Oscar Dwight Oscar Dwight Oscar Dwight Oscar Dwight Angela Senator Lipton Dwight Erin Dwight Dwight Angela Senator Lipton Angela Senator Lipton Angela Jim Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Erin Pam Jim All Pam Jim Creed Pam Andy Creed Pam Creed Jim Pam Phyllis Pam Jim Pam Jim Andy Jim Phyllis Andy Cece Pam Cece Pam Ryan Andy Kelly Kelly Andy Jim Cece Pam Jim Cece Jim Pam Jim Pam Jim Cece Dwight Angela Dwight Angela Dwight Dwight Angela Dwight Angela Dwight Angela Dwight Angela Dwight Angela Dwight Angela Dwight Angela Senator Lipton Dwight Senator Lipton Angela Dwight Angela Dwight Nurse Dwight Nurse Jim Cece Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Stanley Jim Phyllis Darryl Darryl Phyllis Andy Jim Andy Andy Dwight Gabe Dwight Dwight,08x13,13,8,0.158844765,0,,265.148.201.995.259,0,0.19112628,0.075085324,0.194539249,0,0.037542662,0.013651877,0.081911263,0.105802048,0.040955631,0.006825939,0.017064846,0.006825939,0.006825939,0.017064846,0.013651877,0,0.133105802,0,0,0.040955631,0.017064846,0,293,,154,8,Jury Duty,"Jim gets caught in a lie about his week of ""jury duty,"" and new questions emerge when Angela gives birth to a ""premature"" baby.",7.4,1937,5.31,23, 2 February 2012,,Eric Appel,Aaron Shure,13,13,Jury Duty
153,8x14,Jim Pam All Pam Andy Phyllis Pam Stanley Pam Angela Dwight Angela Pam Kelly Oscar Angela Group Pam Kevin Pam Angela Pam Angela Pam Angela Pam Jim Pam Jim Andy Dwight Andy Dwight Andy Dwight Andy Dwight Andy Dwight Dwight Erin Andy Erin Andy Erin Andy Erin Andy Erin Erin Darryl Darryl Dwight Pam Dwight Pam Jim Dwight Pam Dwight Darryl Val Darryl Nate Darryl Val Darryl Nate Darryl Nate Darryl Nate Darryl Nate Val Nate Val Nate Darryl Val Nate Dwight Kathy Dwight Jim Pam Jim Pam Andy Dwight Andy Dwight Andy Dwight Andy Dwight Andy Dwight Pam Jim Pam Jim Pam Jim Pam Jim Bob Darryl Bob Darryl Bob Darryl Bob Darryl Dwight Kelly Dwight Kelly Stanley Dwight Meredith Oscar Dwight Oscar Dwight Kevin Dwight Ryan Dwight Andy Dwight Andy Stanley Kevin Angela Kelly Angela Dwight Andy Ryan Andy Andy Group Andy Ryan Oscar Andy Dwight Andy Stanley Andy Dwight Andy Kelly Andy Dwight Andy Dwight Andy Dwight Andy Creed Pam Jim Pam Erin Jim Pam Jim Erin Phyllis Meredith Dwight Ryan Andy Ryan Andy Dwight Kevin Dwight Andy Kevin Toby Dwight Toby Andy Stanley Dwight Andy Erin Andy Erin Dwight Erin Andy Erin Jim Pam Jim Pam Jim Pam Jim Pam Dwight Andy Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Jim Andy Andy Dwight Andy Dwight Andy Dwight Andy Dwight Dwight Stanley Dwight Ryan Dwight Ryan Dwight Jim Dwight Dwight Stanley Dwight Dwight Jim Dwight Nate Darryl Nate Darryl Nate Darryl Nate Darryl Val Darryl Val Darryl Val Darryl Val Darryl Dwight Erin Dwight Jim Dwight Jim Dwight Ryan Erin Dwight Ryan Dwight Ryan Jim Dwight Dwight Kelly Ryan Kelly Ryan Pam Jim Pam Jim Andy Erin Andy Kathy,08x14,14,8,0.14,0,,251.034.610.864.273,0,0.117647059,0.11372549,0.254901961,0,0.007843137,0.02745098,0.015686275,0.031372549,0.019607843,0.047058824,0.007843137,0.02745098,0.007843137,0.08627451,0.003921569,0,0.17254902,0,0,0.058823529,0,0,255,,155,8,Special Project,"Andy puts Dwight in charge of a special project in Tallahassee, but Dwight doesn't like the team Andy's assembled for him. Meanwhile, Darryl tries to figure out the meaning of Val's Valentine's gift.",7.7,1891,5.19,23, 9 February 2012,,David Rogers,Amelie Gillette,14,14,Special Project
154,8x15,Dwight Dwight Dwight Erin Dwight Erin Stanley Dwight Erin Ryan Jim Dwight Erin Dwight Jim Cathy Jim Dwight Dwight Dwight Saleswoman Dwight Ryan Dwight Erin Dwight Erin Jim Dwight Jim Dwight Jim Stanley Jim Stanley Jim Stanley Andy Creed Andy Darryl Meredith Andy Oscar Andy Pam Everyone Kelly Pam Andy Pam Andy Pam Andy Pam Andy Kelly Everyone Kelly Stanley Meredith Andy Jim Cathy Jim Stanley Jim Packer Jim Packer Dwight Packer Packer Nellie Ryan Nellie Ryan Nellie Ryan Nellie Jim Nellie Cathy Nellie Cathy Nellie Erin Nellie Dwight Jim Dwight Jim Dwight Jim Nellie Dwight Packer Dwight Dwight Jim Dwight Nellie Emergency Operator Dwight Packer Nellie Packer Dwight Nellie Dwight Jim Stanley Jim Stanley Jim Stanley Jim Jim Nellie Packer Erin Jim Stanley Jim Packer Nellie Dwight Ryan Dwight Ryan Jim Dwight Packer Dwight Jim Dwight Everyone Dwight Jim Jim Paramedic Ryan Erin Paramedic Dwight Packer Dwight Packer Pam Andy Kevin Andy Darryl Andy Darryl Andy Creed Andy Dwight Erin Dwight Erin Dwight Erin Packer Nellie Dwight Nellie Dwight Dwight Jim Dwight Erin Dwight Erin Erin Dwight Jim Dwight Stanley Jim Stanley Dwight Nellie Dwight Erin Dwight Dwight Ryan Dwight Andy Kevin Dwight Nellie Erin Dwight Erin Dwight Erin Dwight Nellie Dwight Jim Dwight Pam Andy Pam Andy Darryl Pam Andy Pam Andy Nellie Dwight Nellie Dwight Nellie Dwight Nellie Dwight Nellie Packer Dwight Nellie Packer Dwight Dwight Andy Donna Muraski Andy Donna Muraski Andy Nellie Wally Amos Stanley Wally Amos Packer Wally Amos Nellie Erin Wally Amos Erin,08x15,15,8,0.272251309,0,,254.022.826.059.814,0,0.152380952,0.047619048,0.295238095,0,0,0.061904762,0.004761905,0,0.00952381,0.042857143,0,0.014285714,0.00952381,0.019047619,0.00952381,0,0.104761905,0,0,0.1,0,0.128571429,210,,156,8,Tallahassee,"Dwight refuses to let appendicitis get in the way of leading his new team in Tallahassee, while Andy decides to step in for Erin as secretary in the office.",7.8,1994,4.38,23, 16 February 2012,,Matt Sohn,Daniel Chun,15,15,Tallahassee
155,8x16,Pam Angela Oscar Pam Angela Pam Angela Oscar Pam Angela Pam Oscar Oscar Pam Angela Oscar Angela Andy Angela/Pam Oscar Nellie Packer Dwight Nellie Dwight Nellie Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Nellie Packer Dwight Nellie Packer Cathy Jim Cathy Gabe Jim Stanley Andy Pam Andy Pam Pam Angela Andy Oscar Andy Pam Andy Packer Nellie Dwight Packer Dwight Gabe Dwight Jim Dwight Cathy Dwight Cathy Dwight Cathy Jim Dwight Packer Nellie Packer  Ryan Erin Waitress Erin Ryan Erin Ryan Erin Ryan Erin Ryan Ryan Erin Pam Kevin Oscar Phyllis Angela Kelly Darryl Val Kelly Nellie Packer Dwight Packer Dwight Andy  Phyllis Andy Val Brandon Oscar Brandon Oscar Darryl Brandon Darryl Brandon Everyone Kevin Darryl Val Brandon Val Andy Brandon Andy Nellie Packer Nellie  Dwight Nellie  Nellie Jim  Jim Cathy Jim Cathy Jim Cathy Jim Cathy Jim Cathy   Nellie Dwight Andy Brandon Val Angela Brandon Andy Brandon Andy Kevin Kelly Andy Kelly Andy Kelly  Jim Stanley Jim Stanley Jim Stanley Jim Stanley Jim Stanley Jim Erin Ryan Erin Ryan Erin Ryan Erin Ryan Erin Ryan Erin Ryan Darryl Kelly Darryl Phyllis Darryl Brandon Darryl Brandon Darryl Kelly Everyone Brandon Val Darryl Nellie Dwight Jim Dwight Gabe Dwight Gabe Dwight Gabe Dwight Dwight Jim Cathy Dwight Cathy Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Cathy Jim Dwight Cathy Jim Dwight Jim  Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Cathy   Nellie Gabe Dwight Cathy Jim Cathy Jim Cathy Jim Cathy Jim Cathy Jim Cathy Jim Pam Darryl Andy Pam Andy Pam Ryan Ryan Erin Ryan Erin Ryan Erin Ryan Erin Ryan Erin Ryan Nellie Dwight Nellie Dwight Nellie Dwight Nellie Dwight Nellie Dwight Nellie Dwight Nellie Dwight Dwight Angela Darryl Val Pam  Kelly Andy Phyllis Andy Val Darryl Val Darryl  Jim Cathy Jim Dwight Jim Dwight Cathy Dwight Cathy Jim Cathy Jim Cathy Dwight Cathy Jim Dwight Jim Dwight Jim Nellie Jim Dwight Nellie,08x16,16,8,0.228571429,0,,269.106.484.011.154,0,0.20295203,0.05904059,0.217712177,0,0.014760148,0.022140221,0.036900369,0.040590406,0.011070111,0.070110701,0,0.029520295,0,0.051660517,0,0,0.070110701,0,0,0.062730627,0.022140221,0.088560886,271,,157,8,After Hours,"In Tallahassee, Dwight and Todd Packer try to romance Nellie to get the VP position, while Jim wonders if a colleague is trying to hit on him. Back in Scranton, Val's boyfriend shows up with a message for Darryl.",8.1,2068,5.02,23, 23 February 2012,,Brian Baumgartner,Halsted Sullivan | Warren Lieberstein,16,16,After Hours
156,8x17,Dwight Ryan Dwight Ryan Dwight Ryan Dwight Erin Erin Nellie Dwight Nellie Jim Nellie Jim Nellie Dwight Todd Packer Dwight Ryan Dwight Jim Cathy Dwight Cathy Dwight Todd Packer Nellie Todd Packer Dwight Todd Packer Nellie Dwight Andy Kevin Andy Kevin Andy Kelly Phyllis Andy Kevin Andy Kevin Darryl Meredith Angela Kelly Andy Pam Andy Pam Andy Pam Andy Pam Oscar Kevin Andy Dwight Man Dwight Erin Dwight Erin Cathy Blogger Cathy Erin Oscar Andy Angela Andy Pam Andy Angela Andy Pam Darryl Phyllis Andy Toby Andy Toby Andy Nellie Blogger Nellie Jim Blogger Blogger 2 Jim Nellie Dwight Dwight Jim Nellie Jim Dwight Dwight Dwight Dwight Erin Toby Creed Meredith Toby Andy Toby Andy Oscar Andy Toby Andy Toby Angela Toby Everyone Andy Dwight Lady Blogger Dwight Patty Dwight Ryan Jim Ryan Dwight Ryan Dwight Jim Dwight Ryan Dwight Ryan Dwight Ryan Jim Ryan Jim Ryan Jim Ryan Dwight Ryan Dwight Toby Lady Andy Girl Darryl Oscar Kevin Oscar Lady Girl Pam Girl Pam Lady Girl Pam Lady Andy Lady Kevin Kelly Toby Kelly Darryl Andy Dwight Stanley Dwight Blogger Dwight Ryan Nellie Ryan Nellie Erin Old Lady Erin Old Lady Erin Old Lady Erin Old Lady Dwight Jim Dwight Jim Dwight Jim Nellie Dwight Jim Nellie Dwight Nellie Jim Nellie Dwight Jim Dwight Jim Dwight Jim Dwight Dwight Jim Dwight Jim Dwight  Jim Dwight Jim Dwight Jim Crowd Dwight Jim Ryan Crowd Jim Jim Toby Kevin Toby Angela Toby Oscar Kelly Angela Others Kelly Angela Kelly Toby Angela Toby Kelly Toby Kelly Toby Andy Pam Andy Andy Dwight Nellie Dwight Nellie Dwight Nellie Dwight,08x17,17,8,0.147321429,0,,283.779.248.049.656,0,0.125560538,0.044843049,0.237668161,0,0.00896861,0.004484305,0.02690583,0.035874439,0.035874439,0.076233184,0.076233184,0.040358744,0.00896861,0.01793722,0.004484305,0,0.125560538,0,0,0.044843049,0,0.085201794,223,,158,8,Test the Store,"Dwight and his team get ready for the grand opening of the Sabre Store, while Andy makes Toby teach self-defense to the Scranton branch employees after he is beat up in the parking lot by a girl.",7.8,1958,4.95,23, 1 March 2012,,Brent Forrester,Mindy Kaling,17,17,Test The Store
157,8x18,Andy Everyone Andy Angela Andy Angela Andy Phyllis Oscar Oscar Andy Oscar Andy Creed Andy Creed Pam Dwight Dwight Nellie Robert California Nellie Robert California Nellie Dwight Nellie Dwight Jim Dwight Nellie Dwight Jim Darryl Andy Darryl Andy Toby Darryl Toby Darryl Toby Darryl Toby Darryl Darryl Erin Elderly Woman Erin Erin Irene Erin Irene Erin Nellie Robert California Nellie Robert California Darryl Kevin Kevin Darryl Kevin Toby Darryl Toby Kevin Toby Darryl Kevin Darryl Toby Kevin Toby Kevin Angela Kevin Nellie Jim Dwight Jim Dwight Jim Robert California Jim Robert California Jim Robert California Jim Robert California Jim Robert California Dwight Robert California Dwight Nellie Gabe Dwight Todd Packer Dwight Jim Dwight Jim Dwight Jim Dwight Todd Packer Dwight Todd Packer Dwight Jim Dwight Jim Erin Irene Erin Irene Erin Irene Erin Andy Erin Andy Pam Jim Pam Jim Pam Jim Stanley Jim Pam Jim Darryl Phyllis Kevin Darryl Toby Darryl Phyllis Darryl Kelly Pam Phyllis Meredith Erin Andy Erin Andy Erin Andy Erin Irene Erin Andy Kevin Darryl Toby Kevin Darryl Kevin Toby Darryl Kevin Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Nellie Cathy Todd Packer Nellie Todd Packer Phyllis Andy Oscar Andy Ryan Andy Ryan Andy Pam Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Kevin Darryl Toby Darryl Kevin Darryl Toby Kevin Toby Darryl Kevin Darryl Darryl Toby Kevin Jim Dwight Jim Dwight Jim Dwight Jim Dwight Robert California Todd Packer Robert California Nellie Robert California Todd Packer Robert California Todd Packer Darryl Kelly Jim Kelly Phyllis Stanley Pam Jim Pam Jim Pam Andy,08x18,18,8,0.673076923,0,,277.135.302.647.004,0,0.18442623,0.040983607,0.180327869,0,0.024590164,0.008196721,0.016393443,0.012295082,0.073770492,0.008196721,0.06557377,0.012295082,0.004098361,0.106557377,0.008196721,0,0.081967213,0.057377049,0,0.06147541,0.004098361,0.049180328,244,,159,8,Last Day in Florida,"Jim tries to warn Dwight that he's going to be fired after Robert rejects the Sabre Store idea, but he refuses to listen. Meanwhile, Darryl and Toby try to sell cookies to Kevin, and Erin tells Andy she's not coming back from Florida.",7.8,1903,4.89,23, 8 March 2012,,Matt Sohn,Robert Padnick,18,18,Last Day In Florida
158,8x19,Pam Kevin Pam Pam Jim Pam Oscar Kevin Ryan Kevin Dwight Meredith Darryl Jim Dwight All Jim Kevin Darryl Phyllis Dwight Nellie Jim Nellie Jim Nellie Dwight Dwight Toby Nellie Pam Toby Pam Toby Nellie Jim Nellie Nellie Erin Alonzo Erin Erin Erin Robert Nellie Robert Nellie Robert Nellie Robert Nellie Robert Nellie Robert Nellie Robert Kevin Andy Robert Andy Robert Andy Andy Robert Andy Robert Jim Robert Jim Jim Irene Erin Glenn Irene Erin Erin and Irene Andy Erin Andy Irene Andy Irene Erin Erin Glenn Irene Erin Nellie Jim Nellie Pam Robert Robert Nellie Kevin Nellie Pam Nellie Glenn Erin Irene Andy Erin Irene Andy Erin Andy Erin Irene Andy Irene Andy Irene Andy Irene Glenn Jim Andy Jim Andy Irene Jim Andy Jim Andy Jim Angela Pam Jim Dwight Dwight Jim Nellie Phyllis Nellie Dwight Nellie Nellie Dwight Nellie Dwight Nellie Dwight Jim Dwight Nellie Pam Phyllis Nellie Phyllis Nellie Jim Robert Jim Robert Jim Robert Jim Robert Jim Robert Jim Robert Jim Robert Jim Robert Jim Robert Jim Nellie Kelly Jim Dwight Darryl Dwight Dwight Dwight Dwight Creed Erin Andy Erin Andy Erin Andy Erin Andy Erin Andy Erin Andy Nellie Pam Nellie Pam Nellie Pam Nellie Pam Nellie Pam Nellie Pam Irene Erin Irene Erin Irene Erin Irene Nellie Jim Nellie Jim Nellie Nellie Jim Nellie Stanley Nellie Jim Nellie Jim Kevin Jim Meredith Jim Kevin All Robert Andy Erin Andy Erin Erin Andy Erin Andy Erin Andy Erin Andy Erin Andy Erin Andy Erin Andy Nellie,08x19,19,8,0.146788991,0,,247.064.964.438.502,0,0.158590308,0.070484581,0.074889868,0,0.017621145,0.004405286,0.004405286,0.004405286,0.035242291,0.004405286,0.013215859,0.004405286,0.008810573,0.013215859,0.004405286,0,0.145374449,0.105726872,0,0.145374449,0,0.185022026,227,,160,8,Get the Girl,"Andy goes to Tallahassee to tell Erin that he loves her and needs her to return to Scranton. Meanwhile, Nellie shows up in Scranton and tries to claim Andy's manager position by offering everyone raises.",6.6,2203,4.87,23, 15 March 2012,,Rainn Wilson,Charlie Grandy,19,19,Get The Girl
159,8x20,Pam Jim Phyllis Pam Jim Pam Oscar Pam Phyllis Pam Jim Angela Pam Dwight Gabe Jim Dwight Jim Gabe Phyllis Dwight Pam Robert Pam Robert Pam Robert Nellie Robert Nellie Robert Nellie Robert Nellie Robert Nellie Robert Nellie Kevin & Meredith Nellie Kevin Oscar Nellie Stanley Nellie Oscar Dwight Nellie Robert Nellie Robert Nellie Robert Dwight Robert Pam Jim Pam Jim Andy Erin Andy Erin Andy Erin Andy Andy Erin Andy Erin Andy Erin Andy Erin Andy Phyllis Pam Oscar Phyllis Oscar Phyllis Pam Angela Phyllis Andy Erin Andy Erin Andy Erin Andy Erin Dwight Jim Dwight Jim Dwight Nellie Jim Pam Jim Dwight Jim Pam Jim Pam Jim Pam Andy Lauren Andy Lauren Andy Lauren Andy Lauren Erin Andy Lauren Erin Andy Lauren Jessica Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Nellie Jim Nellie Dwight Jim Nellie Dwight Jim Nellie Jim Dwight Nellie Jim Nellie Jim Pam Jim Nellie Jim Pam Angela Oscar Angela Pam Angela Pam Angela Oscar Pam Oscar Phyllis Lauren Erin Andy Erin Andy Erin Lauren Andy Party guests Jessica Andy Jessica Megan Andy Megan Andy Megan Jessica Andy Megan Andy Megan Andy Pam Darryl Ryan Oscar Ryan Pam Angela Ryan Pam Kevin All Phyllis Creed Creed Erin Andy Jessica Andy Jessica Andy Jessica Andy Jessica Andy Jessica Andy Kenny Andy Kenny Andy Jessica Andy Jessica Andy Jessica Andy Robert Oscar Robert Nellie Oscar All Angela Jim Creed All Magician Jim Magician Pam Erin Andy Erin Andy Erin Andy Erin Andy Erin Andy Erin Magician Jim Robert Jim Magician Jim Robert Magician Robert Magician Jim Magician Pam Magician Dwight Magician Dwight Magician Robert Nellie Robert Kevin Erin Andy Megan Jessica Andy Megan Jessica Kenny Woman Andy Lauren Andy Lauren Kenny Lauren Kenny Various Erin Various Pam Hank Pam Hank Jim Hank Pam Hank Pam Jim,08x20,20,8,0.25,0,,281.621.164.012.875,0,0.153225806,0.125,0.088709677,0,0.036290323,0.004032258,0.044354839,0.032258065,0.016129032,0.012096774,0,0,0.004032258,0.004032258,0.012096774,0,0.193548387,0.076612903,0,0.100806452,0.008064516,0.088709677,248,,161,8,Welcome Party,"Andy tries to break up with his girlfriend after going to Florida to declare his love for Erin, and the office employees are forced against their will to throw a party for the hated Nellie.",7.1,1972,4.39,23, 12 April 2012,,Ed Helms,Steve Hely,20,20,Welcome Party
160,8x21,Phyllis Jim Darryl Phyllis Darryl Phyllis Phyllis Oscar Phyllis Meredith Oscar Pam Darryl Phyllis Pam Jim Phyllis Jim Phyllis Andy Andy & Erin Andy Erin Andy Kevin Erin Andy Kevin Andy Kevin Andy Dwight Dwight Andy Nellie Andy Nellie Andy Nellie Andy Nellie Andy Nellie Andy Nellie Ravi Pam Jim Kelly Pam Jim Pam Pam Kelly Pam Kevin Ryan Jim Ryan Pam Ryan Pam Ryan Pam Ryan Ryan Ryan Pam Ryan Jim Robert Robert Andy Robert Nellie Robert Robert Nellie Andy Nellie Andy Nellie Angela Andy Nellie Andy Nellie Andy Nellie Andy Nellie Angela Andy Andy Erin Nellie Andy Nellie Andy Nellie Erin Erin Andy Erin Andy Ryan Kelly Ryan Kelly Ryan Ryan Erin Dwight Erin Dwight Erin Dwight Erin Dwight Erin Dwight Erin Dwight Erin Pam Kelly Pam Kelly Pam Dwight Dwight Dwight Nellie Dwight Nellie Nellie Andy Nellie Andy Andy Robert Nellie Nellie Nellie Dwight Oscar Nellie Robert & Creed Creed Nellie Erin All Erin Kevin Dwight Angela Oscar Angela Andy Andy Andy Jim Darryl Robert Andy Gabe Nellie Kevin Nellie Stanley Nellie Creed Andy Pam Jim Pam Jim Robert Dwight Andy Jim Pam Jim Phyllis Phyllis Gabe Angela Gabe Robert Gabe Dwight Robert Kevin Jim Erin Toby Nellie Robert Andy Nellie Erin Andy Erin Andy Nellie Andy Robert Andy Erin Andy Darryl Erin Andy Robert Ryan Pam Ryan Pam Ryan Oscar Ryan Kevin Nate Ryan Pam Oscar Pam Ryan Pam Ryan Oscar Kevin Ryan Kelly Robert Andy Robert Andy Robert Pam Ryan Pam Jim Ryan Kelly Ryan Pam Ryan Wrangler Ryan Wrangler Ryan Kelly Ryan Kelly Ryan Kelly Kelly Ryan Kelly Angela Jim Angela Robert Nellie Andy Nellie Robert Andy Erin Andy Erin Andy Erin Andy Pam Jim Pam Jim Pam Jim Pam Jim,08x21,21,8,0.150406504,0,,265.784.196.582.675,0,0.067857143,0.103571429,0.057142857,0,0.035714286,0.003571429,0.025,0.025,0.032142857,0.103571429,0.003571429,0.046428571,0.003571429,0.017857143,0.010714286,0,0.175,0.067857143,0,0.085714286,0.014285714,0.121428571,280,,162,8,Angry Andy,"Andy and Erin return to Dunder Mifflin, only to discover that Nellie has taken his job and office and refuses to give them up. Meanwhile, Ryan becomes jealous after Pam tries to play matchmaker for Kelly.",7,2107,4.35,23, 19 April 2012,,Claire Scanlon,Justin Spitzer,21,21,Angry Andy
