,uniqueid,speakers,doc_id,episode,season,total_theater,twss,,diversity,michael,jim,pam,dwight,jan,phyllis,stanley,oscar,angela,kevin,ryan,toby,kelly,meredith,darryl,creed,david,andy,robert,holly,erin,gabe,nellie,total,,X,Season,EpisodeTitle,About,Ratings,Votes,Viewership,Duration,Date,GuestStars,Director,Writers,episodeCorrected.y,episodeCorrected.x,etitle
102,6x11,Andy Michael Andy Michael Andy Michael Andy Michael Andy Michael Andy Michael Andy Michael Andy Michael Andy Michael Andy Michael Andy Jim Andy Jim Andy Jim Andy Andy Jim Andy Jim Andy Erin Michael Erin Michael Erin Erin Michael Erin Michael Erin Michael Jim Michael Jim Michael Erin Michael Jim Michael Jim Michael Jim Michael Jim Michael Andy Dwight Dwight Erin Pam Erin Pam Michael Phyllis Stanley Stanley Pam Michael Pam Michael Erin Pam Michael Pam Michael Pam Michael Michael Pam Michael Pam Michael Erin Pam Michael Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Mikela Michael Mikela Michael Erin Michael Mikela Michael Mikela Michael Erin Mikela Michael Mikela Michael Michael Mikela Michael Students Teacher Students Lefevre Students Michael Dwight Kevin Dwight Kevin Dwight Dwight Kevin Dwight Oscar Dwight Teacher Lefevre Michael Jim Andy Everyone Oscar Dwight Jim Kevin Jim Angela Jim Angela Jim Dwight Jim Phyllis Teacher Michael Teacher Michael Zion Michael Michael Mikela Michael Lefevre Michael Students Michael Jim Andy Jim Dwight Creed Pam Phyllis Dwight Pam Andy Phyllis Dwight Pam Andy Pam Jim Deliveryman Jim Kevin Angela Dwight Kelly Stephanie Dwight Stephanie Dwight Dwight Dwight Lefevre Michael Lefevre Michael Lefevre Michael Lefevre Michael Lefevre Michael Lefevre Michael Lefevre Michael Lefevre Michael Jim David Wallace Jim David Jim David Jim David Jim Dwight  David Jim David Dwight David Dwight Jim Dwight David Jim David Dwight Jim Dwight Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Michael and Erin Jim Dwight Ryan Dwight Ryan Dwight Ryan Dwight Ryan,06x12,12,6,0.115384615,0,,246.263.862.113.972,0.292576419,0.165938865,0.061135371,0.152838428,0,0.017467249,0.008733624,0.008733624,0.013100437,0.021834061,0.017467249,0,0.004366812,0,0,0.004366812,0.03930131,0.096069869,0,0,0.096069869,0,0,229,,102,6,Scott's Tots,"Ten years ago, Michael promised a group of third graders he would pay for their college tuition if they graduated. Now comes time to pay, and he can't do it. At the office, Dwight's employee of the month idea gets Jim in big trouble.",8.3,2681,8.1,30, 3 December 2009,,B.J. Novak,Gene Stupnitsky | Lee Eisenberg,12,11,Scott's Tots
103,6x12,Dwight Jim Dwight Jim Dwight Everyone Dwight Dwight Dwight Oscar Jim Ryan Jim Ryan Jim Dwight Meredith Dwight Jim Dwight Jim Phyllis Pam Phyllis Jim Dwight Jim Dwight Andy Pam Jim Dwight Jim Dwight Stanley Dwight Erin Kelly Andy Phyllis Dwight Oscar Phyllis Kevin Erin Phyllis Pam Phyllis Creed Phyllis Creed Jim Phyllis Dwight Pam Oscar Pam Oscar Pam Michael Pam Michael Michael Michael Jim Michael Jim Michael Jim Michael Jim Michael Michael Michael Group Michael Kevin Michael Kevin Michael Kevin Michael Kevin Michael Kevin Michael Kevin Michael Kevin Michael Kevin Michael Kevin Phyllis Jim Phyllis Jim Phyllis Jim Phyllis Andy Erin Andy Erin Andy Erin Andy Erin Andy Erin Andy Oscar Daryl Oscar Daryl Oscar Daryl Oscar Michael Ryan Michael Ryan Michael Ryan Michael Ryan Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Kevin Jim Michael Office Dwight Phyllis Dwight Stanley Dwight Stanley Dwight Phyllis Michael Michael Toby Michael Toby Michael Toby Michael Andy Phyllis Andy Kelly and Erin Pam Oscar Pam Oscar Pam Matt Pam Matt Pam Oscar Pam Pam Phyllis Dwight Michael Dwight Michael Phyllis Stanley Michael Kevin Michael Angela Phyllis Michael Angela Michael Angela Michael Phyllis Michael Andy Michael Jim David Michael David Michael David Michael David Michael David Michael David Stephanie Michael Erin Michael David Michael David Michael David Michael David Michael Michael Michael Jim Michael Angela Michael Dwight Michael Michael Dwight Michael Andy Erin Andy Erin Andy Michael Jim Pam Michael Stanley Michael Angela Michael Group Dwight Jim Michael Dwight Michael Dwight Michael Dwight Michael Angela Jim Michael Jim Michael Meredith Michael Jim Michael Michael David Michael David Michael David Michael David Michael Dwight Kelly David Michael David Michael David Jim Meredith David Michael David Michael Dwight Michael Dwight Dwight Kelly Dwight Toby Ryan Toby Ryan Toby Kevin Michael Dwight Michael Dwight Matt Oscar Matt Oscar Dwight Michael Phyllis Michael Phyllis Michael Phyllis Bob Vance Phyllis Michael Phyllis Michael Phyllis Michael Phyllis Bob Phyllis Michael Michael Dwight Jim Pam Andy,06x13,13,6,0.27027027,0,,253.334.781.127.067,0.300632911,0.113924051,0.050632911,0.117088608,0,0.085443038,0.015822785,0.041139241,0.018987342,0.041139241,0.025316456,0.018987342,0.012658228,0.009493671,0,0.006329114,0.060126582,0.047468354,0,0,0.034810127,0,0,316,,103,6,Secret Santa,"Michael gets upset when Jim promises Phyllis that she can be the office Santa, but the office Christmas party may be overshadowed by some bad news from David Wallace.",8.5,2467,8.51,30, 10 December 2009,,Randall Einhorn,Mindy Kaling,13,12,Secret Santa
104,6x13,Michael Eric Computron Eric Michael Computron Michael Computron Michael Andy Michael Pam Computron Pam Pam Michael Fake Stanley Pam Eric Michael Eric Michael Eric Michael Computron Michael Computron Michael Eric Michael Ryan Michael Dwight Michael Eric Dwight Toby Dwight Toby Dwight Toby Eric Toby Eric Toby Eric Toby Eric Toby Eric Toby Eric Toby Eric Toby Eric Eric Toby Eric Toby Eric Toby Eric Toby Michael Toby Michael Toby Michael Eric Michael Eric Michael Eric Michael Eric Michael Toby Michael Eric Eric Michael Toby Michael Dwight Kevin Angela Eric Pam Angela Dwight Kevin Michael Michael Computron Michael Computron Michael Computron Michael Computron Michael Michael Dwight Michael Dwight Michael Michael Dwight Both Michael Dwight Both Michael Dwight Michael Both Dwight Michael,06x14,14,6,0.252631579,0,,193.810.989.629.785,0.475,0,0.0625,0.15,0,0,0.0125,0,0.025,0.025,0.0125,0.225,0,0,0,0,0,0.0125,0,0,0,0,0,80,,104,6,The Banker,A banker representing a potential buyer comes to the Scranton branch to interview the H.R. department before the sale goes through.,6.8,3039,7.29,30, 21 January 2010,,Jeffrey Blitz,Jason Kessler,14,13,The Banker
105,6x14,Michael Erin Oscar Michael Michael Michael Dwight Michael Erin Michael Dwight Michael Dwight Michael Dwight Pam Dwight Oscar Pam Oscar Pam Oscar Pam Creed Michael Pam Michael Pam Michael Michael Pam Michael Pam Michael Gabe Michael Dwight Michael Gabe Michael Jim Michael Jim Gabe Michael Dwight Michael Gabe Michael Dwight Michael Andy Andy & Erin Michael Andy Andy & Erin Andy Pam Jim Pam Jim Pam Jim Pam Jim Pam  Christian Slater Jo Bennett Jim Michael Gabe Michael Michael Gabe Meredith Gabe Oscar Angela Meredith Gabe Michael Gabe Michael Gabe Michael Dwight Gabe Michael Stanley Michael Michael Toby Michael Toby Michael Michael Gabe Michael Gabe Michael Gabe Michael Gabe Jim Pam Jim Pam Jim Pam Jim Andy Erin Andy Erin Andy Gabe Jo Gabe Jo Gabe Jo Michael Jo Michael Jo Michael Jo Michael Jo Michael Jo  Jerry Pam Jim Jerry Jim Jerry Jim Pam Jerry Jim Jerry Pam Jim Pam Jim Pam Jerry Jim Michael David Michael David Michael David Michael David Michael David Teddy Wallace Michael David Michael Michael David Michael David Michael David Michael Mrs. Wallace David Mrs. Wallace David Michael Mrs. Wallace Michael David Jim Jerry Jim Jerry Pam Jim Jerry Jim Jerry Jim Pam Jerry Pam Jerry Jim Jerry Jim Jerry Michael David Michael David Michael David Michael David Michael David David Michael David Michael David Michael David Michael David Andy Erin Andy Erin Andy Andy David Michael David David Michael Michael Michael David Michael David Michael Michael Michael Michael Michael Everyone Michael Angela Michael Phyllis Michael Kevin Michael All Michael  David Teddy David David Both David Teddy,06x15,15,6,0.213270142,0,,250.919.583.700.787,0.36036036,0.112612613,0.108108108,0.040540541,0,0.004504505,0.004504505,0.022522523,0.009009009,0.004504505,0,0.009009009,0,0.009009009,0,0.004504505,0.13963964,0.054054054,0,0,0.036036036,0.081081081,0,222,,105,6,Sabre,"Michael hates the changes that Dunder Mifflin's new owner is implementing, so he turns to David Wallace for advice. Jim and Pam find the perfect day care center, but Jim's mistake threatens to ruin the interview.",7.7,2251,7.36,30, 4 February 2010,Christian Slater,John Krasinski,Jennifer Celotta,15,14,Sabre
106,6x15,Hotel Employee Michael Hotel Employee Michael Hotel Employee Michael Dwight Michael Dwight Michael Dwight Michael Dwight Hotel Employee Michael Dwight Hotel Employee Michael Dwight Hotel Employee Michael Hotel Employee Michael and Dwight Hotel Employee Michael Hotel Employee Michael Michael Michael Gabe Michael Jo Andy Jo Andy Jo Andy Jo Dwight Jo Dwight Jo Gabe Kevin Jo Gabe Jo Gabe Jo Gabe Jo Andy Angela Kevin Andy Andy Meredith Meredith Michael Jim Michael Jim Jo Jim Jo Jim Michael Jo Jim Jo Michael Jo Michael Jim Michael Jim Michael Jo Jim Jo Jo Andy Erin Andy Erin Andy Erin Andy Erin Andy Erin Andy Erin Andy Erin Andy Jo Kevin Jo Kevin Jo Michael Jo Michael Jo Michael Dwight Kelly Kelly Pam Jim Jim Jim Michael Jim Jim Michael Jim Michael Michael Oscar Michael Oscar Michael Oscar Michael Oscar Michael Oscar Michael Michael Michael Jo Michael Jo Michael Jo Jim Michael Jo Jim Michael Jim Michael Jo Michael Jo Michael Pam Jim Dwight Dwight Ryan Dwight Dwight Ryan Dwight Ryan Dwight Ryan Dwight Ryan Dwight Ryan Dwight Ryan Dwight Ryan Dwight Ryan Dwight Ryan Erin Michael Erin Michael Erin Michael Jim Dwight Ryan Dwight Ryan Dwight Ryan Dwight Dwight Erin Jim Erin Jim Erin Jim Erin Jim Erin Jim Erin Michael Kevin Dwight Michael Dwight Michael Kelly Erin Kelly Erin Kelly Erin Erin Dwight Nick Dwight Nick Dwight Nick Dwight Nick Ryan Nick Ryan Michael Pam Michael Pam Michael Dwight Michael Phyllis Michael Phyllis Michael Dwight Phyllis Andy Michael Kelly Andy Kelly Andy Kelly Andy Meredith Andy Meredith Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Jo Michael Jim Michael Jo Michael Jo Andy Phyllis Andy Oscar Andy Kelly Andy Kelly Andy Kelly Erin Michael Erin Michael Erin Pam Jim Dwight Dwight Ryan Dwight Ryan Dwight Ryan Dwight Ryan,06x16,16,6,0.145669291,0,,248.073.416.542.897,0.272357724,0.130081301,0.020325203,0.162601626,0,0.016260163,0,0.024390244,0.004065041,0.020325203,0.077235772,0,0.044715447,0.016260163,0,0,0,0.097560976,0,0,0.093495935,0.020325203,0,246,,106,6,Manager and Salesman,"Sabre's CEO wants the Scranton branch to have one manager, and Michael voluntarily steps down and lets Jim become the boss when he finds out that salespeople make more money. However, he soon comes to regret the decision.",8.1,2223,7.4,30, 11 February 2010,,Marc Webb,Mindy Kaling,16,15,The Manager and the Salesman
107,6x16,"Pam Dwight Jim Dwight Pam Dwight Dwight Pam Kevin Pam Kevin Kevin Pam Kevin Meredith Pam Pam Jim Pam Jim Pam Pam Michael Jim Michael Jim Michael Pam Michael Jim Michael Pam Erin Jim Pam Nick Michael Angela Dwight Kelly Dwight Angela Dwight Jim Pam Jim Pam Jim Pam Andy Pam Jim Pam Jim Pam Jim Pam Jim Pam Andy Erin Andy Jim Michael Jim Pam Michael Michael Michael Andy Michael Andy Stanley Jim Pam Michael Kelly Pam Michael Pam Michael Phyllis Michael Andy Michael Andy Ryan Erin Angela Dwight Angela Dwight Angela Dwight Angela Dwight Angela Michael Kevin Jim Pam Michael Jim Michael Erin Michael Michael Erin Michael Kevin Jim Pam Jim Pam Jim Pam Jim Pam Jim Michael Andy Michael Jim Dwight Angela Dwight Dwight Angela Dwight Angela Dwight Angela Dwight Angela Dwight Angela Jim Pam Jim Pam Jim Pam Jim Pam Jim Jim Pam Jim Pam Jim Jim Pam Jim Pam Michael Phyllis Michael Pam Michael Pam Michael Oscar Michael Pam Kevin Pam Michael Jim Michael Jim Pam Jim Pam Jim Pam Jim Michael Pam Jim Pam Jim Pam Jim Michael Jim Michael Jim Michael Kevin Jim Michael Jim Michael Jim Michael Jim Michael Jim Pam Jim Michael Jim Pam Michael Jim Michael Pam Michael Pam Michael Pam Michael Michael Dwight Jim Michael Jim Michael Jim Michael Erin Michael Oscar Dwight Pam Michael Erin Dwight Jim Dwight, Jim and Michael Phyllis Nick Michael Creed Meredith Michael Stanley Michael Toby Michael Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Jim Michael Dwight Jim Michael Pam Michael Pam Jim Michael Dwight Policeman Dwight Policeman Pam Jim Pam Jim Pam Jim Pam Jim Michael Dwight Michael Dwight Pam Dwight Pam Dwight Pam Jim Pam Michael Jim Michael Hospital employee Michael Jim Nurse Michael Jim Doctor Jim Nurse Pam Doctor Michael Michael Andy Meredith Andy Andy Phyllis Michael Phyllis Michael Phyllis Michael Michael Pam Michael Jim Pam Michael Doctor Michael Pam Jim Michael Jim Michael Jim Everyone Michael Oscar (Pam's mom) Heleen Jim Helene Jim Pam Helene Jim Jim Michael Helene Michael Helene Helene Michael Pam Michael Pam Pam Michael Jim Michael Jim Dwight Michael Andy Michael Kelly Michael Stanley Michael Ryan Michael Meredith Meredith Michael Andy Andy Michael Pam Jim Nurse Nurse Pam Nurse Jim Nurse Pam Jim Pam Jim Pam Jim Pam Jim Jim Pam Jim Pam Jim Pam Jim Pam Jim Nurse Jim Pam Nurse Pam Nurse Pam Nurse Pam Nurse Nurse Jim Pam Jim Erin Michael Erin Kevin Michael Kevin Erin Kevin Michael Kevin Erin Michael Erin Michael Kevin Michael Erin Michael Erin Michael Erin Michael Erin Michael Kevin Erin Kevin Nurse Jim Kathy Dale Jim Jim  Erin Kevin Erin Kevin Andy Hospital employee Pam Hospital employee Pam Jim Clark Pam Clark Pam Clark Clark Clark Pam Clark Jim Pam Clark Jim Clark Clark Jim Clark Jim Pam Jim Clark Pam Clark Jim Clark Jim Pam Jim Pam Jim Pam Jim Pam Jim Dwight Angela Dwight Angela Dwight Angela Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Michael Erin Erin Kevin Erin Kevin Erin Erin Kevin Erin Michael Kevin Michael Kevin Michael Kevin Michael Kevin Michael Andy Michael Erin Isabelle Pam Jim Isabelle Pam Pam Jim Pam Kathy Pam Kathy Nurse Pam Jim Nurse Jim Nurse Jim Nurse Jim Nurse Jim Nurse Jim Isabelle Dwight Isabelle Dwight Isabelle Dwight Isabelle Dwight Isabelle Dwight Isabelle Dwight Isabelle Jim Hospital employee Jim Hospital employee Jim Hospital employee Jim Pam Andy Erin Andy Erin Andy Erin Andy Erin Andy Erin Andy Erin Andy Erin Andy Erin Andy Hospital employee Pam Hospital employee Pam Jim Pam Jim Pam Michael Dwight Angela Dwight Angela Dwight",06x17,17,6,0.095238095,0,,246.495.171.755.214,0.216165414,0.242481203,0.218045113,0.088345865,0,0.011278195,0.005639098,0.005639098,0.033834586,0.045112782,0.003759398,0.001879699,0.005639098,0.009398496,0,0.001879699,0,0.046992481,0,0,0.063909774,0,0,532,,107,6,The Delivery: Part 1,"Pam goes into labor and Jim is ready to take her to the hospital, but she refuses to go. Meanwhile, inspired by Pam and Jim's baby, Dwight and Angela try to reach a ""business agreement"" to have a baby of their own.",8.4,2347,9,30, 4 March 2010,,Seth Gordon,Daniel Chun,17,16,The Delivery 
108,6x17,"Michael Kelly Ryan Kelly Ryan Meredith Ryan Kelly Meredith Michael Erin Jim Phyllis Stanley Andy Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Dwight Jo Jim Jo Jo Michael Jo Michael Jo Michael Jo Michael Jo Michael Jo Michael Andy Erin Andy Andy Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Pam Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Angela Erin Angela Erin Erin Jo Michael Jo Kevin Jo Oscar Michael Oscar Jo Michael Jo Michael Daryl Jo Daryl Jo Michael Jo Daryl Jo Gabe Jo Daryl Jo Daryl Jo Michael Jo Michael Jo Michael Jo Michael Jo Michael Michael Daryl Michael Jo Michael Jo Michael Jo Michael Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim D Jim Dwight Jim Dwight Jim Andy Jim Andy and Dwight Jim Andy and Dwight Jim Andy and Dwight Jim Andy and Dwight Jim Jim Erin Jo Erin Jo Erin Jo Erin Andy Jo Andy Jo Andy Jo Andy Jo Andy Jo Michael Daryl Michael Daryl Michael Daryl Michael Daryl Michael Jo Michael Jo Michael Jo Michael Jo Michael Jo Michael Kevin Michael Todd Packer Michael Todd Packer Michael Todd Packer Michael Todd Packer Michael Todd Packer Erin Andy Erin Andy Erin Meredith Kevin Oscar Meredith Jo Dwight Dwight Jo Jim Jo Jim Jo Jim Jo Dwight Jo Jim Daryl Warehouse guy 1 Daryl Warehouse guy 1 Daryl Warehouse guy 1 Warehouse guy 2 Erin Andy Erin Andy Reid Andy Erin Andy Erin Andy Reid Andy Reid Erin Reid Andy Erin Andy Reid Andy Night cleaning crew Angela Jo Michael Gabe Michael Gabe Michael Michael Jo Michael Jo Michael Jo Michael Jo Michael Jo Andy Erin Andy Erin Andy Michael Meredith, Creed, Oscar and Matt Michael Oscar Michael Michael Todd Packer Michael Jim Dwight Jim Dwight Jim Dwight Jim Dwight",06x19,19,6,0.225663717,0,,26.603.006.333.962,0.253731343,0.199004975,0.004975124,0.164179104,0,0.004975124,0.004975124,0.024875622,0.014925373,0.014925373,0.014925373,0,0.014925373,0.024875622,0,0.004975124,0,0.139303483,0,0,0.099502488,0.014925373,0,201,,NA,NA,St. Patrick's Day,"It's St. Patrick's Day, and the CEO forces the office to work late because she won't leave. In addition, Michael unsuccessfully tries to suck up to his new boss, and Andy and Erin's first date is delayed because Erin is sick.",7.7,2196,7.51,30, 11 March 2010,,Randall Einhorn,Jonathan Hughes,19,17,St. Patrick's Day
109,6x18,Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Stanley Dwight Michael Phyllis Michael Andy Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Dwight Angela Phyllis Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Andy Darryl Andy Michael Darryl Michael Darryl Michael Darryl Michael Darryl Michael Darryl Michael Darryl Erin Michael Jim Michael Jim Stanley Andy Phyllis Michael Stanley Gabe Michael Gabe Michael Gabe Miichael Gabe Michael Gabe Michael Gabe Gabe Michael Phyllis Michael Stanley Michael Phyllis Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Angela Phyllis Angela Phyllis Angela Kelly Ryan Stanley Ryan Kelly Ryan Pam Jim Pam Jim Jim Jim Pam Jim Michael Andy Erin Andy Erin Andy Erin Andy Erin Dwight Jim Dwight Jim Dwight Jim Dwight Dwight Michael Dwight Kevin Dwight Kevin Dwight Kevin Dwight Kevin Dwight Meredith Kevin Meredith Dwight Kevin Erin Toby Dwight Michael Kevin Michael Michael Phyllis Michael Stanley Michael Toby Michael Angela Michael Darryl Michael Darryl Michael Dwight Dwight Michael Dwight Michael Kelly Jim Kelly Jim Kelly Jim Kelly Jim Kelly Jim Kelly Jim Stanley Jim Phyllis Andy Phyllis Jim Andy Jim Michael Dwight Michael Dwight Michael Dwight Michael Dwight Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Phyllis Jim Andy Phyllis Stanley Jim Phyllis Jim Phyllis Andy Michael Dwight Michael Dwight Phyllis Jim Meredith Jim Andy Phyllis Oscar Kevin Angela Jim Stanley Jim Phyllis Stanley Michael Dwight Michael Dwight Michael Dwight Michael Dwight Stanley Michael Dwight Phyllis Dwight Andy Erin Andy,06x20,20,6,0.38,1,,223.409.427.456.381,0.294545455,0.181818182,0.010909091,0.156363636,0,0.065454545,0.04,0.003636364,0.021818182,0.029090909,0.010909091,0.007272727,0.029090909,0.010909091,0.032727273,0,0,0.054545455,0,0,0.025454545,0.025454545,0,275,,109,6,New Leads,"When the sales staff begins trying to boss around everyone in the office, Michael tries to teach them a lesson by withholding a valuable set of sales leads.",7.7,2154,7.63,23, 18 March 2010,,Brent Forrester,Brent Forrester,20,18,New Leads
110,6x19,Dwight: Michael: Dwight: Michael: Dwight: Michael: Dwight: Michael: Jim: Michael: Meredith: Michael: Dwight: Michael: Angela: Michael: Creed: Jim: Michael: Phyllis: Michael: Phyllis: Michael: Everyone: Michael: Oscar: Michael: Dwight: Phyllis: Oscar: Stanley: Jim: Oscar: Matt: Oscar: Warehouse Guy: Oscar: Matt: Oscar: Oscar: Darryl: Oscar: Darryl: Oscar: Darryl: Oscar: Darryl: Oscar: Darryl: Oscar: Darryl: Oscar: Oscar: Phyllis: Phyllis: Andy: Jim: Andy: Jim: Andy: Jim: Jim: Jim: Pam: Andy: Pam: Jim: Andy: Erin: Andy: Erin: Andy: Andy: Erin: Andy: Erin: Andy: Michael: Andy: Michael: Andy: Michael: Andy: Michael: Andy: Michael: Andy: Michael: Pam: Jim: Pam: Jim: Pam: Jim: Pam: Kevin: Pam: Kevin: Pam: Kevin: Pam: Kevin: Kevin: Michael: Jim: Michael: Jim: Michael: Jim: Darryl: Pam: Michael: Pam: Michael: Julie: Michael: Pam: Julie: Michael: Julie: Michael: Isabel: Pam: Isabel: Pam: Isabel: Pam: Angela: Dwight: Isabel: Dwight: Isabel: Dwight: Isabel: Dwight: Michael: Julie: Michael: Julie: Michael: Julie: Michael: Julie: Jim: Michael: Jim: Michael: Jim: Michael: Jim: Michael: Jim: Jim: Michael: Hide: Oscar: Pam: Jim: Pam: Michael: Michael: Jim: Pam: Kevin: Jim: Andy: Ryan: Kelly: Erin: Ryan: Andy: Ryan: Kelly: Ryan: Kelly: Ryan: Andy: Erin: Andy: Erin: Andy: Erin: Andy: Isabel: Dwight: Isabel: Dwight: Isabel: Dwight: Isabel: Dwight: Isabel: Dwight: Dwight: Michael: Julie: Michael: Jim: Michael: Michael: Phyllis: Andy: Erin: Andy: Erin: Isabel: Dwight: Isabel: Dwight: Dwight: Angela: Dwight: Angela: Dwight: Angela: Dwight: Angela: Dwight: Angela: Dwight: Angela: Dwight: Angela: Jim: Pam: Jim: Bar Manager: Michael: Bar Manager: Michael: Bar Manager: Michael: Pam: Michael: Bar Manager: Michael: Bouncer: Michael: Bar Manager: Michael: Bar Manager: Michael: Pam: Michael: Pam: Michael: Jim: Michael: Pam: Michael: Bar Manager: Michael: Bar Manager: Michael: Bar Manager: Michael: Bar Manager: Michael: Bar Manager: Michael: Bar Manager: Michael: Bar Manager: Michael: Bar Manager: Michael: Bar Manager: Michael: Bar Manager: Andy: Erin: Andy: Girl at table: Andy: Girl at table: Andy: Erin: Andy: Erin: Andy: Erin: Andy: Erin: Andy: Michael: Bar Manager: Michael: Bar Manager: Michael: Bar Manager: Michael: Bar Manager: Michael: Bar Manager: Michael: Julie: Pam: Pam: Julie: Pam: Pam: Jim: Pam: Michael: Bar Manager: Darryl: Oscar: Darryl: Oscar: Matt: Oscar: Matt: Oscar: Matt: Oscar: Andy: Andy: Andy: Erin: Andy: Dwight: Isabel: Dwight: Angela: Dwight: Angela: Dwight: Angela: Isabel: Dwight: Angela: Dwight: Angela: Dwight: Angela: Dwight: Angela: Isabel: Angela: Dwight: Isabel: Kelly: Pam: Jim: Pam: Michael: Jim: Pam: Michael: Darryl: Hide:,06x21,21,6,0.150819672,0,,212.851.144.414.948,0.248275862,0.106896552,0.106896552,0.117241379,0,0.020689655,0.003448276,0.068965517,0.05862069,0.020689655,0.017241379,0,0.013793103,0.003448276,0.034482759,0.003448276,0,0.120689655,0,0,0.055172414,0,0,290,,110,6,Happy Hour,"Oscar gets everybody in the office to go to Happy Hour so that he can hit on a coworker in shipping. Pam tries to set up Michael with a friend at the bar, but Michael's alter ego, ""Date Mike,"" threatens to spoil the entire evening.",8.6,2503,7.17,30, 25 March 2010,,Matt Sohn,B. J. Novak,21,19,Happy Hour
111,6x20, Cookie Monster Andy Oscar Cookie Monster Kevin Phyllis Kevin Dwight Ryan Dwight Phyllis Dwight Cookie Monster Ryan Oscar Dwight Oscar Kelly Ryan Kevin Angela Andy Meredith Erin Andy Dwight Erin Andy Erin Pam Pam Pam Jim Dwight Pam Dwight. Andy Michael Erin Michael Andy Michael Andy Michael Andy Michael Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Meredith Kevin Darryl Kevin Darryl Darryl Kevin Kevin Gabe Kevin Gabe Kevin Gabe Kevin Gabe Gabe Kevin Gabe Michael Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Hayworth's waiter Michael Hayworth's waiter Erin Michael Erin Michael Hayworth's waiter Michael Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Michael Pam Jim Dwight Jim Pam Dwight Pam Dwight Pam Dwight Pam Meredith Pam Meredith Pam Meredith Pam Meredith Pam Meredith Pam Meredith Andy Erin Andy Erin Andy Oscar Erin Kelly Ryan Kelly Ryan Pam Jim Gabe Jim Gabe Andy Michael Andy Michael Andy Michael Andy Erin Michael Andy Erin Andy Erin Pam Erin Dwight Erin Gabe Kevin Erin Kevin Pam Gabe Pam Jim Gabe Dwight Gabe Kevin Andy Michael Andy Michael Andy Angela Erin Angela Erin Angela Erin Angela Toby Pam Erin Pam Erin Pam Erin Pam Gabe Pam Toby Pam Toby Pam Gabe Pam Jim Dwight Gabe Dwight Gabe Dwight Gabe Erin Andy Erin Andy Erin Andy Erin Andy Gabe Kelly Gabe Oscar Meredith Gabe Dwight Gabe Kevin Gabe Dwight Kevin Gabe Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Erin Michael Andy Oscar's voice from the computer Kevin Phyllis Jim Pam Kevin Kelly Oscar Pam Kevin Michael Kevin,06x22,22,6,0.310344828,0,,261.688.873.352.344,0.174418605,0.031007752,0.108527132,0.069767442,0,0.011627907,0,0.023255814,0.019379845,0.07751938,0.019379845,0.011627907,0.019379845,0.034883721,0.011627907,0,0,0.096899225,0,0,0.201550388,0.089147287,0,258,,111,6,Secretary's Day,"Michael creates problems for Andy on Secretary's Day when he tells Erin that Andy was engaged to Angela, and Kevin is upset after Oscar makes a video comparing Kevin to Cookie Monster.",7.8,2168,6.3,30, 22 April 2010,,Steve Carell,Mindy Kaling,22,20,Secretary's Day
